rainfall_mm,temperature_c,road_condition,traffic_level,slope_risk,historical_incidents,previous_landslides,flood_risk,bridge_condition,disruption_probability,is_disrupted
68.1,19.5,3,1,52.9,4,3,2,2,52.9,0
89.1,11.9,2,1,53.7,3,0,0,1,25.9,0
56.9,20.4,3,1,77.8,5,4,2,2,53.4,0
212.9,29.2,1,1,67.9,2,2,2,1,56.3,1
30.5,21.0,1,2,66.5,3,1,0,0,22.7,0
21.9,17.9,2,2,98.9,5,3,0,1,36.7,0
131.9,28.6,2,1,74.3,3,2,2,1,52.7,0
16.5,21.0,3,0,34.9,6,2,2,1,29.1,0
214.7,19.9,0,1,66.7,5,5,1,1,50.9,0
0.8,23.9,2,1,63.8,6,3,0,0,31.1,0
227.7,27.6,0,1,55.9,7,1,1,0,46.4,0
2.9,37.3,1,1,77.8,9,2,3,3,48.3,0
144.2,28.0,0,0,64.7,4,3,0,2,42.1,0
48.8,30.0,0,1,24.6,6,1,1,0,14.4,0
322.2,20.0,3,1,29.4,9,1,2,3,77.7,1
5.0,16.8,0,2,28.3,7,3,1,0,17.4,0
52.5,23.4,1,1,71.6,1,2,0,0,23.9,0
226.4,23.6,1,0,68.5,1,5,2,1,59.3,1
48.1,16.5,0,1,73.9,2,5,1,1,36.0,0
64.5,21.9,0,2,43.6,6,2,2,2,28.9,0
77.3,25.4,1,1,79.6,4,2,1,1,42.8,0
39.4,25.2,0,1,40.5,4,0,0,1,19.5,0
64.2,26.0,2,1,23.6,5,2,2,3,39.9,0
57.1,24.7,3,0,53.2,4,2,2,1,39.1,0
150.4,20.0,0,2,56.0,6,5,0,0,43.1,0
3.0,19.9,0,0,64.2,5,5,0,1,28.7,0
21.4,15.8,1,1,58.0,5,3,3,1,39.9,0
195.3,33.7,2,0,42.0,5,2,0,2,39.9,0
143.6,23.1,0,0,59.7,13,1,3,0,36.6,0
39.5,21.7,0,1,68.4,4,1,0,0,18.9,0
62.9,17.4,1,1,52.8,8,2,0,0,31.6,0
21.1,38.0,3,1,36.6,5,3,0,2,32.4,0
13.5,16.6,1,1,42.8,10,0,0,3,29.9,0
40.5,20.4,1,1,78.0,9,7,1,0,36.8,0
28.3,25.5,3,1,17.8,6,4,0,1,34.9,0
57.0,26.6,1,1,58.6,7,3,1,0,27.7,0
5.3,28.7,2,1,44.2,3,4,0,1,26.4,0
238.2,33.8,1,1,28.6,2,3,3,0,48.6,0
278.5,26.0,3,1,44.8,3,3,0,3,65.8,1
77.9,16.7,1,3,57.2,4,2,3,0,44.9,0
49.9,21.5,2,0,66.1,5,2,1,1,41.7,0
24.1,24.8,1,2,32.3,7,1,0,0,26.0,0
109.3,35.4,2,0,79.2,3,2,0,2,40.3,0
75.0,14.6,0,0,28.1,4,2,0,1,19.2,0
11.5,30.2,0,0,20.5,1,4,1,0,12.9,0
157.2,24.1,2,1,25.1,6,4,0,0,34.8,0
112.4,28.0,0,0,94.3,4,1,0,1,28.9,0
194.5,22.4,1,2,27.6,5,4,0,0,39.2,0
84.1,17.9,0,2,36.1,7,2,1,1,34.0,0
61.8,27.5,2,1,32.6,3,2,0,1,29.4,0
35.2,26.9,0,1,60.3,7,2,2,0,30.2,0
175.4,28.8,2,3,57.6,6,1,0,2,58.1,1
130.7,22.9,1,2,38.8,4,3,0,0,30.3,0
3.0,19.4,0,1,13.4,2,3,3,2,21.1,0
1.7,13.6,1,1,83.2,5,1,0,0,24.0,0
30.7,27.9,0,1,76.8,2,2,2,2,39.7,0
108.1,25.5,0,1,75.0,7,2,2,1,45.3,0
283.7,17.2,1,0,31.4,6,1,3,1,55.3,1
10.6,19.8,0,1,26.9,3,2,0,1,20.1,0
58.6,20.2,3,0,70.9,7,1,1,1,37.6,0
31.2,14.1,0,0,38.1,3,5,0,2,20.3,0
227.7,18.1,1,1,34.3,6,0,3,3,57.3,1
120.0,16.2,1,3,35.8,4,5,1,0,39.0,0
118.4,20.5,1,3,70.0,6,2,1,1,50.2,0
41.1,18.6,1,1,40.0,3,1,0,0,27.3,0
34.8,13.2,1,1,35.2,2,1,0,0,18.1,0
20.8,35.1,2,0,53.8,3,3,1,0,29.8,0
3.8,30.5,1,1,62.8,6,4,0,0,28.9,0
130.0,18.3,0,0,48.6,6,0,0,1,30.4,0
108.9,24.6,1,0,43.5,4,2,1,0,37.3,0
350.0,25.5,0,1,68.7,6,3,2,2,69.7,1
350.0,30.1,0,0,79.7,4,1,1,0,56.8,1
52.7,18.1,1,0,59.7,3,3,0,2,26.6,0
95.2,29.6,1,2,28.0,6,3,0,0,30.1,0
188.3,19.7,1,0,44.9,3,5,1,2,42.8,0
123.2,15.0,2,0,67.6,3,0,2,2,43.0,0
18.5,27.3,0,0,23.0,3,3,2,0,18.7,0
38.9,30.7,0,0,36.3,8,5,0,2,22.7,0
9.0,38.0,0,0,67.0,8,0,1,0,10.5,0
200.2,15.8,1,2,79.0,2,1,0,0,55.4,1
60.6,27.2,1,0,49.7,3,2,2,0,23.8,0
16.9,20.5,0,2,87.6,3,0,1,1,29.8,0
72.4,27.7,2,0,38.3,9,3,2,0,30.7,0
62.6,14.2,1,1,95.3,5,5,0,0,37.2,0
28.8,15.4,1,1,56.2,6,2,0,0,22.6,0
7.8,18.3,1,1,87.1,4,1,0,2,29.5,0
72.4,23.5,1,1,70.0,3,5,0,1,35.8,0
47.7,19.2,1,2,33.9,2,3,2,0,26.3,0
96.2,27.0,0,0,82.7,6,3,0,2,38.6,0
47.7,29.2,0,1,66.4,8,4,1,1,34.7,0
124.3,26.6,0,2,58.3,2,2,2,1,41.0,0
52.2,32.7,1,0,70.5,4,5,1,0,35.1,0
53.5,25.5,2,0,40.9,7,1,3,1,41.6,0
136.0,15.7,1,0,66.4,3,3,0,1,31.9,0
33.6,31.2,0,1,70.0,4,3,0,1,33.1,0
9.4,19.4,2,0,30.5,5,4,3,0,37.3,0
1.9,28.5,2,0,74.7,5,4,0,0,32.2,0
91.5,32.4,2,1,36.3,8,2,2,0,36.7,0
62.9,25.7,1,1,22.3,8,4,2,0,38.8,0
79.1,14.0,2,0,61.4,3,2,1,2,44.3,0
15.6,17.5,0,0,8.9,3,3,0,1,4.0,0
9.5,30.9,0,1,92.5,6,2,1,2,32.9,0
1.0,22.0,0,3,40.6,5,2,0,1,23.9,0
28.1,23.5,2,1,47.1,3,5,0,0,23.5,0
57.9,27.6,0,2,60.8,3,3,0,2,36.3,0
32.4,27.2,1,0,50.6,9,1,0,0,20.5,0
37.4,24.7,1,0,50.7,5,3,1,1,24.5,0
152.4,21.7,0,1,73.3,4,2,3,1,47.5,0
27.8,21.1,2,2,18.4,3,3,2,0,27.5,0
46.9,28.1,0,1,69.7,3,2,0,0,17.0,0
99.5,26.3,1,2,30.5,5,2,0,0,28.2,0
32.8,21.5,2,3,69.9,9,0,3,0,43.5,0
63.3,29.5,0,0,88.8,6,2,0,0,28.5,0
128.9,22.2,1,0,83.8,5,4,0,0,34.9,0
194.1,17.9,2,0,38.9,8,0,0,0,38.4,0
10.3,18.4,3,0,14.4,6,1,0,3,36.5,0
169.8,17.1,2,0,51.4,1,2,0,0,32.6,0
44.0,21.4,0,2,24.7,5,3,1,2,27.5,0
19.4,30.4,1,0,60.7,3,2,1,2,31.0,0
39.9,18.2,0,0,28.0,4,0,1,0,14.5,0
254.4,24.1,0,0,27.0,7,3,2,2,48.0,0
44.1,19.1,0,3,32.7,8,0,1,0,24.2,0
25.9,21.4,0,1,38.0,2,3,0,0,14.5,0
65.2,13.9,2,2,17.8,5,2,0,0,33.1,0
17.9,21.7,0,3,21.7,5,4,1,0,23.7,0
5.1,21.8,1,1,68.3,3,0,1,0,22.3,0
9.0,26.2,1,0,49.4,6,2,1,2,32.2,0
8.9,24.3,1,0,51.2,8,3,0,0,17.8,0
10.7,15.8,3,0,62.4,1,4,0,0,25.3,0
9.7,29.5,0,1,25.5,3,3,0,0,10.7,0
66.6,24.3,1,0,76.3,2,3,0,1,38.0,0
13.0,24.2,1,0,71.3,9,1,0,0,19.0,0
27.6,22.9,0,1,78.6,1,0,0,0,20.0,0
147.6,19.9,1,1,27.8,6,7,0,0,33.2,0
41.8,24.3,2,1,56.4,0,2,0,0,31.2,0
71.6,25.9,0,0,76.6,8,2,0,2,28.1,0
12.3,12.5,0,2,75.0,4,1,0,1,28.4,0
13.9,19.8,0,1,71.9,3,1,0,2,20.1,0
2.7,21.5,2,0,38.2,5,0,0,0,21.9,0
12.0,24.5,2,2,99.9,2,3,2,0,46.4,0
21.2,30.2,1,3,86.6,4,3,1,0,41.0,0
12.7,18.4,1,0,61.7,8,2,1,2,31.5,0
6.0,20.0,2,0,60.7,2,3,0,0,20.1,0
8.4,19.9,2,1,66.1,7,2,0,0,31.8,0
40.1,18.2,2,0,27.4,3,3,1,0,27.1,0
15.0,20.9,2,2,38.3,3,4,2,1,33.1,0
29.4,27.6,1,0,59.0,1,1,2,0,21.8,0
45.5,16.7,1,2,96.3,2,3,1,1,42.4,0
76.2,25.6,2,1,34.1,5,4,1,0,34.3,0
2.6,12.8,3,1,76.7,5,2,1,0,39.8,0
104.4,19.6,0,0,85.7,5,1,0,0,27.7,0
64.3,21.0,0,0,91.4,4,3,3,0,40.5,0
5.5,33.0,3,0,91.0,5,1,3,0,47.3,0
134.4,21.4,0,0,93.1,8,1,1,0,30.6,0
164.9,9.8,2,0,62.1,5,0,0,2,34.5,0
4.1,11.0,1,2,62.6,5,0,2,0,30.6,0
21.1,23.2,0,0,93.8,6,2,0,2,31.3,0
106.7,26.7,0,2,51.0,5,1,1,1,31.6,0
89.7,25.3,0,1,79.0,6,2,2,1,34.4,0
13.3,24.0,0,2,25.7,9,1,0,1,25.0,0
15.3,30.0,1,3,14.0,8,3,0,1,23.8,0
30.1,19.8,2,0,48.7,1,3,0,0,24.5,0
43.1,28.4,3,2,77.2,4,4,2,2,51.7,0
62.6,13.2,1,1,34.5,6,2,2,0,29.5,0
29.9,17.6,1,2,41.0,8,1,0,0,22.3,0
40.4,12.2,1,1,64.9,2,2,0,2,36.8,0
89.5,21.4,1,1,80.7,5,3,3,1,58.6,1
2.4,22.7,1,0,44.7,7,3,1,0,18.6,0
18.9,23.7,0,0,84.2,3,2,0,2,31.4,0
81.2,23.4,0,1,76.7,5,2,0,0,35.8,0
146.6,17.4,0,3,55.2,5,2,3,0,43.0,0
46.6,21.9,0,1,65.3,3,2,0,0,20.8,0
49.4,14.0,2,0,39.6,2,1,3,3,35.7,0
7.4,31.2,0,2,36.3,1,1,1,0,15.0,0
38.6,21.2,2,2,94.8,5,1,1,0,37.9,0
49.4,20.1,3,0,61.3,4,1,0,0,30.6,0
18.1,32.5,3,0,53.7,13,3,0,0,26.6,0
20.4,15.5,3,0,47.5,1,2,2,0,34.9,0
30.8,16.2,0,2,42.5,3,2,0,0,22.6,0
1.3,16.4,1,2,38.6,6,4,1,2,29.4,0
25.3,22.6,0,0,10.4,5,6,0,0,7.9,0
15.4,25.6,2,0,47.6,3,2,1,1,28.8,0
25.8,27.4,2,2,83.4,4,1,2,1,44.6,0
8.3,38.0,2,3,32.2,7,0,0,0,21.7,0
143.8,9.5,1,2,84.8,3,3,0,1,45.0,0
58.5,26.7,2,1,72.9,4,2,1,0,35.5,0
73.9,19.7,0,0,12.3,2,2,2,0,22.3,0
101.2,19.5,0,1,11.2,5,2,0,0,19.1,0
44.9,19.3,2,0,17.4,7,2,2,0,19.6,0
5.9,17.5,1,2,78.1,2,2,1,0,40.4,0
50.1,33.1,3,0,69.0,2,6,0,0,35.7,0
57.5,28.1,0,2,32.7,2,6,0,1,29.3,0
88.9,23.1,2,0,80.6,7,1,1,1,42.5,0
36.7,31.1,1,2,71.7,2,2,1,2,36.0,0
8.9,13.9,2,0,56.1,3,5,1,0,33.2,0
21.7,15.0,2,1,79.6,3,4,0,2,45.9,0
29.3,9.9,3,1,30.1,5,2,0,1,25.1,0
67.5,18.8,0,0,60.7,6,4,1,1,27.7,0
55.0,24.0,3,3,11.9,5,4,1,3,50.0,0
28.6,23.6,0,1,60.2,4,2,0,0,28.8,0
279.9,23.9,0,1,64.7,5,0,0,2,51.7,0
60.5,14.5,1,2,25.1,4,4,2,1,39.8,0
17.6,27.8,2,2,53.2,8,1,0,0,26.7,0
7.0,24.4,1,1,63.6,4,3,0,1,20.0,0
10.8,27.4,2,2,74.3,3,1,1,0,33.6,0
18.3,11.6,2,0,54.6,2,3,0,0,30.1,0
11.4,24.9,0,0,64.5,3,3,0,1,17.8,0
13.4,15.9,3,1,26.4,9,1,1,0,34.6,0
21.8,20.6,0,0,46.3,6,2,3,0,30.4,0
12.4,26.2,2,1,7.3,2,2,0,1,19.0,0
147.6,23.5,0,0,31.4,5,2,0,0,36.1,0
5.4,17.9,1,1,36.6,5,5,0,0,20.2,0
48.3,23.0,1,2,70.5,5,1,0,0,25.0,0
34.3,13.8,0,1,85.6,6,1,2,0,31.2,0
262.5,29.9,1,3,54.1,7,0,3,0,61.8,1
7.7,21.8,0,2,22.3,3,1,0,0,9.2,0
33.0,29.7,0,0,74.0,1,0,0,0,15.7,0
226.8,19.8,0,0,11.5,2,0,2,0,34.2,0
130.4,19.9,1,0,50.9,4,2,2,0,40.6,0
110.4,18.4,2,2,32.1,5,3,0,0,35.9,0
19.4,28.3,1,0,62.5,7,4,2,2,36.5,0
12.2,18.7,2,0,13.3,3,4,1,0,17.9,0
71.8,26.9,1,2,55.0,7,2,3,0,38.2,0
172.3,20.7,1,1,56.0,4,3,0,1,40.7,0
52.9,11.1,1,0,55.9,4,2,2,1,28.1,0
55.1,19.6,1,0,66.7,7,1,0,0,23.7,0
21.4,15.9,1,2,52.7,5,1,1,2,33.8,0
95.4,23.2,0,2,22.7,6,2,3,0,28.1,0
13.5,15.9,2,0,58.1,5,3,0,2,22.6,0
25.4,28.6,2,1,43.1,2,5,0,2,30.6,0
36.0,22.5,0,2,64.8,6,2,0,1,23.0,0
46.1,21.9,2,2,56.6,10,3,0,0,32.7,0
18.0,26.9,0,2,67.8,6,0,0,0,25.3,0
7.9,28.8,0,1,53.4,1,2,1,2,28.2,0
61.3,22.9,0,2,67.4,3,1,1,0,29.3,0
22.1,18.4,2,0,35.5,2,1,1,1,27.3,0
56.6,12.4,2,0,52.4,9,2,0,0,36.9,0
10.9,18.9,2,1,39.6,1,0,1,2,27.3,0
42.6,19.3,0,1,18.2,2,2,0,2,14.3,0
49.4,23.6,1,2,70.7,5,3,1,0,38.4,0
3.5,20.9,2,0,79.4,6,3,1,1,33.1,0
26.7,27.1,0,2,68.9,6,2,0,0,20.7,0
9.4,19.3,1,0,47.8,3,2,0,1,19.1,0
4.3,22.7,0,1,52.1,3,2,0,1,20.4,0
299.1,30.1,0,0,93.6,4,0,0,0,51.4,0
25.3,25.1,1,1,51.7,5,3,2,0,24.9,0
107.9,22.6,1,1,76.0,3,5,0,1,42.7,0
19.1,19.4,0,0,51.1,1,1,1,0,10.9,0
74.4,19.2,0,0,25.5,1,0,0,1,10.4,0
92.8,17.9,0,1,48.8,4,1,0,2,34.3,0
58.9,19.8,0,2,58.5,3,1,0,0,17.3,0
41.5,27.5,0,0,59.6,8,0,0,0,9.0,0
34.5,21.7,1,0,44.3,4,3,0,0,22.3,0
27.9,14.9,1,0,81.7,6,4,0,0,26.7,0
172.4,33.6,1,3,35.2,5,2,2,3,52.0,0
115.4,24.9,2,0,82.5,5,2,0,1,48.3,0
218.0,14.6,2,0,40.1,3,2,1,0,48.4,0
8.6,20.3,0,2,26.7,5,4,0,2,25.5,0
85.3,23.7,0,1,76.8,6,4,1,0,35.6,0
181.1,33.2,2,0,59.6,2,2,1,2,51.4,0
13.0,16.4,0,3,91.8,5,3,1,0,32.7,0
4.5,28.9,0,1,55.9,6,1,2,0,21.1,0
87.8,31.4,0,1,75.3,5,2,2,0,36.4,0
55.5,19.2,1,0,36.8,6,6,0,0,27.3,0
119.9,21.3,1,2,31.3,7,1,0,1,39.0,0
9.8,16.8,3,0,41.1,3,2,2,1,37.8,0
103.1,21.8,2,0,15.0,9,1,2,1,37.2,0
14.6,22.8,1,0,65.1,4,4,2,2,35.3,0
11.6,27.0,1,2,43.3,6,2,2,0,28.0,0
11.7,29.5,0,1,53.5,4,3,0,1,22.1,0
109.5,18.5,0,1,64.5,1,3,0,0,30.2,0
71.1,11.2,0,0,36.2,5,0,0,2,17.0,0
48.1,22.9,0,1,61.1,6,4,0,2,29.1,0
28.9,24.8,0,2,59.8,3,3,0,0,23.6,0
136.3,24.5,0,0,44.3,7,5,2,1,41.6,0
32.4,21.0,0,2,56.5,7,6,1,0,30.5,0
110.2,23.7,3,0,40.6,7,2,0,1,45.8,0
37.6,32.1,1,2,87.7,6,3,0,0,32.4,0
30.8,25.3,3,0,19.1,2,1,0,2,26.8,0
40.4,20.8,1,1,56.3,7,1,0,1,27.0,0
23.3,20.0,1,3,26.2,3,3,1,3,35.5,0
89.5,22.0,0,3,90.5,3,1,0,1,38.7,0
45.4,32.8,0,0,85.1,10,2,0,0,25.5,0
17.2,21.9,0,1,83.5,2,2,0,0,25.6,0
149.4,22.9,3,0,6.3,9,3,0,0,30.8,0
31.5,20.1,3,2,78.5,9,2,0,2,40.5,0
51.0,29.6,0,1,48.6,5,3,1,1,31.6,0
154.0,34.8,0,0,75.1,8,1,0,0,34.1,0
63.6,25.7,1,0,60.9,3,6,1,1,41.5,0
8.1,23.5,0,3,45.0,5,0,1,1,24.4,0
182.7,23.2,1,1,70.6,4,1,1,1,41.2,0
64.2,8.7,0,0,80.0,6,4,0,0,30.0,0
26.5,27.5,1,0,59.6,3,3,0,1,18.0,0
9.7,23.8,0,0,69.2,7,3,0,3,21.6,0
102.7,25.6,1,1,54.3,3,2,3,0,40.5,0
62.9,18.7,0,2,74.3,6,3,2,0,38.2,0
49.6,20.7,1,2,96.1,2,2,0,1,38.7,0
145.8,20.5,3,1,63.7,5,5,0,0,45.2,0
101.0,29.1,0,2,36.7,5,5,0,0,25.5,0
10.7,20.7,2,1,54.2,3,5,0,1,41.7,0
24.3,35.5,2,0,56.5,5,1,2,0,26.5,0
18.6,25.6,3,3,63.6,8,2,1,0,38.3,0
88.6,15.3,2,0,82.9,3,1,2,1,50.5,0
2.2,22.2,1,0,62.1,5,3,3,0,28.0,0
54.8,19.1,2,3,68.5,3,3,0,0,37.1,0
93.4,9.8,0,0,59.1,2,4,1,0,29.3,0
136.1,32.6,1,2,45.8,4,0,2,0,38.0,0
27.2,27.2,3,3,45.3,3,4,1,0,43.7,0
111.9,26.2,2,1,33.9,2,4,0,1,39.7,0
7.6,24.0,3,0,41.5,4,3,3,1,41.1,0
121.8,14.7,2,0,47.4,2,3,1,0,42.5,0
8.9,20.1,2,0,7.1,9,0,0,0,12.7,0
32.9,28.1,2,1,40.3,7,1,1,2,38.7,0
103.7,16.7,2,2,76.9,7,2,0,1,47.2,0
10.6,8.0,1,1,66.6,5,3,1,0,25.0,0
16.9,21.6,3,1,20.5,3,6,0,0,29.1,0
83.3,22.1,2,1,58.5,4,5,0,0,34.9,0
82.8,23.8,2,1,82.4,2,4,0,2,39.0,0
66.6,27.4,1,2,28.1,9,3,2,2,32.8,0
77.0,26.8,0,0,76.1,2,1,2,0,27.4,0
50.9,24.6,0,2,88.5,3,1,2,0,42.3,0
18.9,30.2,3,1,32.0,9,0,1,0,17.9,0
27.6,13.9,1,0,47.0,7,2,3,0,29.3,0
13.0,26.0,0,0,21.6,6,3,0,2,18.1,0
155.4,26.8,0,0,26.6,5,1,2,0,29.5,0
56.9,15.6,2,1,66.3,2,2,1,0,33.9,0
33.3,14.0,2,0,62.9,3,2,1,0,27.0,0
40.3,18.5,2,2,82.2,3,3,0,1,45.7,0
191.3,19.0,1,1,32.8,5,3,1,0,38.1,0
10.8,27.5,1,2,42.1,5,1,0,0,15.9,0
57.4,19.3,0,0,96.6,5,4,1,3,40.0,0
45.8,17.9,0,0,83.7,4,2,3,0,35.7,0
61.4,19.3,2,0,85.7,2,3,1,0,35.2,0
1.2,29.7,0,0,58.0,2,5,1,0,22.3,0
133.7,23.1,1,2,39.8,5,3,0,1,37.1,0
174.8,21.9,1,0,50.9,3,3,2,1,46.4,0
54.1,22.3,1,1,99.1,6,1,2,0,46.8,0
77.5,30.8,3,0,46.9,1,2,0,0,24.3,0
166.2,18.5,0,1,28.7,3,4,0,0,28.0,0
79.8,30.9,2,2,70.3,4,0,1,2,41.1,0
10.8,24.3,0,1,23.1,6,0,2,0,13.7,0
55.8,22.0,0,1,79.2,3,4,1,0,32.5,0
60.7,38.0,1,0,72.8,10,0,0,1,30.4,0
35.9,16.7,0,3,63.2,1,2,0,0,18.8,0
86.7,20.9,2,1,8.6,1,0,1,2,24.9,0
177.0,15.6,1,1,10.7,6,1,0,0,33.5,0
168.9,28.7,0,1,62.8,6,2,3,2,45.6,0
39.0,33.1,0,2,57.6,5,1,1,3,36.8,0
7.8,33.0,1,1,83.3,5,2,0,0,19.6,0
272.3,30.3,2,1,72.6,6,1,3,0,58.5,1
118.7,21.8,1,1,91.5,5,2,1,1,48.2,0
8.7,20.8,1,0,51.9,5,2,2,0,31.5,0
164.9,13.0,2,1,24.4,4,2,3,0,48.8,0
132.6,35.2,1,1,47.0,9,1,2,0,37.5,0
47.6,25.8,0,1,27.8,1,2,3,0,22.0,0
58.2,20.0,1,1,57.5,6,0,0,0,27.3,0
33.1,31.0,1,0,37.6,2,0,0,0,8.9,0
3.7,17.2,2,2,69.8,5,4,3,0,44.4,0
26.5,25.4,1,3,52.0,3,2,1,0,28.1,0
105.5,22.0,3,2,88.6,2,5,2,0,63.8,1
0.3,26.8,0,0,23.1,4,4,1,0,14.5,0
26.4,22.6,3,1,74.6,3,2,2,2,46.1,0
33.0,14.3,1,2,78.4,4,1,0,0,30.8,0
50.1,23.5,1,1,40.6,5,0,0,0,19.6,0
164.1,29.3,0,1,61.5,5,5,2,0,46.3,0
27.6,22.8,1,2,54.0,4,0,0,0,20.0,0
27.7,27.7,2,1,22.8,5,4,0,0,27.6,0
86.9,16.7,2,1,85.5,7,2,2,0,45.6,0
39.1,22.8,0,0,62.3,3,5,3,3,43.7,0
16.5,19.3,1,0,78.4,3,2,1,1,33.4,0
39.1,27.5,0,0,62.1,4,4,1,0,25.5,0
9.9,23.2,3,2,69.6,4,2,2,0,44.3,0
12.6,27.1,2,1,36.2,4,2,0,1,23.0,0
44.8,29.5,0,1,84.8,4,3,1,0,34.0,0
35.3,27.1,2,2,26.0,5,1,2,2,29.6,0
160.1,24.6,3,1,94.4,2,3,1,1,54.6,0
29.3,17.0,1,1,44.5,8,0,1,0,23.3,0
56.5,23.0,2,0,18.0,5,3,2,0,21.0,0
65.0,19.8,1,2,34.1,7,1,0,1,28.2,0
0.9,20.9,1,0,80.5,4,4,1,0,37.3,0
70.8,20.8,0,0,74.6,3,2,0,0,22.1,0
12.7,17.1,0,0,83.6,3,3,0,1,24.8,0
211.0,11.3,1,0,72.7,4,5,2,0,48.8,0
10.5,19.0,0,0,57.2,10,2,2,0,28.7,0
34.8,24.2,2,1,51.4,5,3,0,0,27.8,0
5.8,14.9,0,0,78.0,4,2,1,1,25.4,0
350.0,23.1,1,1,30.7,5,6,0,2,59.6,1
45.3,34.4,2,0,79.1,4,4,0,0,32.6,0
58.8,29.1,1,0,74.0,9,4,0,0,26.6,0
4.5,32.9,1,1,69.5,6,2,0,3,33.3,0
90.1,25.3,3,2,43.0,2,2,1,1,41.9,0
15.3,30.0,2,2,51.6,3,2,2,0,28.2,0
148.4,18.7,0,3,50.5,5,2,1,2,36.9,0
14.9,19.1,1,1,17.1,6,4,3,0,26.5,0
13.8,8.0,3,1,78.9,7,2,0,1,37.2,0
2.4,30.1,1,1,27.5,5,3,1,0,14.7,0
41.5,32.2,1,1,38.0,6,2,2,0,32.0,0
54.1,19.7,0,0,86.3,10,1,0,1,27.4,0
4.4,21.5,0,1,42.9,6,1,2,0,23.2,0
97.1,18.5,2,0,76.9,5,4,0,0,35.3,0
39.2,25.3,2,1,89.9,4,6,3,2,53.3,0
48.3,29.7,3,1,11.1,3,2,2,1,31.2,0
37.8,12.5,2,0,70.2,3,1,1,2,34.9,0
33.3,25.5,0,0,80.1,2,0,2,0,27.5,0
53.3,21.3,0,0,79.8,6,2,1,0,27.4,0
11.0,23.7,3,3,22.4,5,2,0,0,30.7,0
13.1,25.8,0,0,61.0,3,1,0,0,10.8,0
128.6,21.9,0,0,74.3,3,2,1,0,31.1,0
189.9,22.4,3,2,26.6,2,2,1,0,48.3,0
30.4,21.7,1,1,13.3,1,3,2,0,25.6,0
20.5,28.8,0,0,95.7,6,4,1,0,30.8,0
67.1,25.5,2,0,24.6,4,2,1,2,34.6,0
34.2,24.3,3,0,14.0,3,4,0,0,19.6,0
1.7,15.4,0,0,23.4,4,8,0,0,12.2,0
11.0,20.7,2,0,45.0,2,3,0,0,24.0,0
81.8,28.4,1,1,58.9,4,3,1,0,32.5,0
69.9,23.2,1,2,42.8,3,2,0,0,25.4,0
1.8,27.0,3,1,15.0,7,2,1,1,26.2,0
16.3,33.6,3,1,39.7,7,2,2,2,35.3,0
17.1,29.2,0,0,67.6,3,0,2,0,18.7,0
72.4,23.6,0,0,49.0,5,1,0,1,19.6,0
1.3,19.9,0,2,58.0,3,2,2,0,31.7,0
7.1,8.0,1,0,66.1,4,5,3,0,32.5,0
104.6,22.0,0,2,43.9,5,2,0,1,28.7,0
12.8,21.0,1,1,54.0,3,2,2,1,33.4,0
68.8,25.3,0,2,46.3,7,4,0,0,27.0,0
17.7,22.1,1,0,35.0,1,3,1,1,20.2,0
6.8,21.1,0,0,63.0,3,4,1,0,21.2,0
18.1,12.3,2,2,31.1,6,2,1,0,24.3,0
83.3,17.4,0,2,38.2,1,2,2,0,24.8,0
125.8,25.9,0,0,77.6,6,2,1,1,41.9,0
115.3,33.3,2,3,39.7,8,3,0,1,43.9,0
32.9,22.4,2,0,21.1,4,3,1,1,18.0,0
71.7,25.0,0,0,68.5,6,1,0,0,27.0,0
14.9,28.7,0,1,55.1,9,2,3,0,28.9,0
22.6,18.1,2,1,89.1,7,2,0,1,36.3,0
147.3,25.2,1,3,56.7,3,1,0,3,50.7,0
0.9,18.6,2,1,64.4,2,4,0,2,29.3,0
5.8,28.2,1,0,51.4,4,5,2,0,28.0,0
15.1,23.9,0,1,24.1,7,2,2,0,25.3,0
1.7,24.8,1,0,84.2,3,3,0,3,31.8,0
13.0,18.3,2,1,46.6,6,4,0,0,25.2,0
56.9,27.2,3,1,68.8,3,1,0,1,45.0,0
35.6,35.5,0,0,60.7,6,4,2,0,26.1,0
145.1,17.0,1,1,80.2,2,5,0,0,45.3,0
110.5,21.0,0,1,66.0,7,2,0,0,25.7,0
27.2,24.4,1,1,83.3,6,4,0,0,34.8,0
19.5,27.7,2,1,60.8,6,1,0,0,25.1,0
31.0,19.6,1,0,61.0,7,4,1,2,37.9,0
58.0,8.0,3,0,26.2,4,4,3,2,41.4,0
20.3,31.2,1,0,28.7,7,2,1,1,24.1,0
63.6,27.6,3,0,50.4,7,2,0,1,27.7,0
34.2,12.5,2,1,30.8,5,3,0,0,24.1,0
52.2,19.4,0,3,76.2,1,2,0,0,30.1,0
37.2,32.4,0,1,37.2,2,0,3,1,22.9,0
22.7,31.7,1,1,88.7,10,5,0,2,40.0,0
192.7,28.6,0,1,42.8,6,2,0,1,47.4,0
93.7,21.9,1,0,56.0,1,2,0,0,22.8,0
9.8,23.5,1,2,19.0,3,2,1,0,21.6,0
131.9,22.2,3,3,66.0,2,2,0,0,45.7,0
43.4,29.8,1,1,42.0,5,2,1,1,33.5,0
146.2,17.7,2,0,53.3,4,0,3,1,48.3,0
104.6,18.2,3,2,21.5,3,0,0,1,33.1,0
36.0,29.1,2,0,43.8,2,4,0,0,25.5,0
